Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Cluster,PC1,PC2,PC3,PC4
52,M,2,Doctorate,Married,$120K +,Blue,34,3,2,3,11188.0,0,11188.0,0.658,2109,47,0.621,0.0,2,0.9360101905977601,-1.838631054239939,0.4328383467415581,-0.1704162352740605
44,M,3,Unknown,Single,$120K +,Blue,37,3,1,5,3650.0,2512,1138.0,0.739,4599,75,0.471,0.688,2,-0.5947934372482903,0.5100004049491109,-0.2178173004223765,-0.5192272089190484
29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241,0,-1.3798421186352843,0.5125940693647162,-0.5066167409135229,-2.142547021635369
48,M,4,Doctorate,Unknown,$60K - $80K,Silver,38,3,2,2,32658.0,1482,31176.0,0.941,2023,37,0.542,0.045,1,4.609032052029201,-0.8204944004562538,0.04052084914283855,-0.1273236347095487
43,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,28634.0,926,27708.0,0.622,4549,68,0.659,0.032,1,3.43625888782837,-1.2490022680978836,-0.8273434075330193,0.5706942586954078
49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,1,3,3414.0,1473,1941.0,0.597,1803,49,1.13,0.431,0,-1.7633497427911462,0.5074632889787304,0.4332093138284079,-0.8384097415422364
43,M,3,High School,Married,$80K - $120K,Blue,23,5,6,1,12315.0,0,12315.0,0.895,2028,51,0.545,0.0,2,1.7026410006391945,-1.9018730048925745,-1.4680496825615779,-0.38590857237142107
41,F,2,Uneducated,Married,$40K - $60K,Blue,36,5,3,3,2690.0,1912,778.0,0.692,3636,68,0.7,0.711,3,-1.8947308380459942,-0.4074239664628709,-1.013604547312801,0.9213863914045972
43,M,3,Graduate,Single,$80K - $120K,Blue,31,6,2,4,12165.0,0,12165.0,1.16,4066,74,0.682,0.0,2,2.0382210195815054,-0.5192201884613595,-0.677656793333465,-1.679836198952414
51,F,3,Graduate,Single,Less than $40K,Blue,46,4,1,3,1792.0,989,803.0,1.202,3102,63,0.703,0.552,0,-1.9522171229958007,0.5093793850578368,1.112250542979545,-0.265773581712701
37,M,1,Doctorate,Single,$80K - $120K,Blue,30,6,3,2,19300.0,1181,18119.0,0.764,2660,70,0.795,0.061,2,2.350766223285288,-0.47844307736796016,-0.4331136433256081,-1.5726184034432347
37,M,2,College,Divorced,$40K - $60K,Blue,24,3,3,4,8120.0,2098,6022.0,0.826,3161,54,0.688,0.258,3,0.06824598950174214,-0.27044893736347814,-1.926640520627583,-0.6755434204006313
49,M,5,High School,Married,$80K - $120K,Blue,36,6,2,2,2292.0,0,2292.0,0.976,2584,60,0.5,0.0,2,0.7677719996874622,-2.038971279957678,-0.9850542192432692,0.2821489227235701
36,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,3,21434.0,1345,20089.0,0.603,2143,46,0.586,0.063,2,2.4219152629102982,-1.9810408921955112,-2.070749409753597,-0.5658443740188607
50,F,2,Graduate,Unknown,Less than $40K,Blue,43,5,3,4,3424.0,0,3424.0,0.765,4929,74,0.574,0.0,0,-0.9199138876387599,0.008088131911753543,1.420313518065017,-1.0270461328854745
64,M,0,Unknown,Married,Less than $40K,Blue,51,3,3,4,2787.0,1201,1586.0,0.372,1662,39,0.625,0.431,0,-1.4901219741373082,-2.4106708491922086,2.6010194720316027,1.2050754583788086
36,F,3,College,Single,Unknown,Blue,30,3,2,3,8696.0,1482,7214.0,1.002,2847,67,0.971,0.17,3,-0.088029161618511,1.2093830826608565,-0.7425734108771727,-1.5528922623041062
45,M,3,High School,Married,$120K +,Blue,35,6,2,3,32446.0,1974,30472.0,0.621,1717,39,0.696,0.061,1,2.7328170059258134,-2.143100545360071,-0.8558846699253527,0.4495649003895994
41,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3,3,9133.0,2140,6993.0,0.649,4101,88,0.63,0.234,2,0.9186603078700087,-0.9998468678188834,-1.1163223193821175,1.1093512298901351
47,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,2,5116.0,1468,3648.0,0.91,2361,49,0.633,0.287,2,0.6575729241388436,-0.6927158090230134,0.07586420846387308,-0.5749130214648969
39,M,2,Post-Graduate,Married,$80K - $120K,Blue,31,5,2,1,18974.0,2517,16457.0,1.369,2783,56,1.0,0.133,2,1.9662871269230593,-0.9241772552015479,-2.766988711271233,1.9244671218445855
51,M,4,Uneducated,Single,$120K +,Blue,45,6,2,3,12101.0,2517,9584.0,0.733,2086,44,0.76,0.208,2,0.5414463617798789,-1.160291416128647,0.7301644390854483,-0.47531507035201626
55,F,1,High School,Single,$40K - $60K,Blue,46,5,3,4,5379.0,962,4417.0,0.827,1778,40,0.29,0.179,3,-0.875190466515594,-1.6020238032745575,2.1065667066554847,-1.4532284729884517
57,M,3,Graduate,Single,$120K +,Blue,49,5,3,3,32676.0,2134,30542.0,0.797,3990,88,0.76,0.065,1,3.1251515422816345,-0.07722851205889335,2.100199528243965,0.40722941189468803
36,M,4,Doctorate,Divorced,$120K +,Blue,31,4,3,4,34516.0,1491,33025.0,0.93,2243,60,0.935,0.043,1,3.3643953119206884,-0.500853220539529,-1.1542799425079697,-0.7169716347891004
35,M,2,Unknown,Married,$120K +,Blue,36,4,3,4,15202.0,1779,13423.0,1.392,3143,60,0.579,0.117,2,1.0624956961086907,-0.9943555829013537,-1.7711603363426565,0.6522556787355218
38,F,2,Unknown,Single,Less than $40K,Blue,23,5,3,3,2222.0,1205,1017.0,0.395,1823,49,0.361,0.542,0,-2.091882338909833,0.18444427809531225,-0.3463778440464025,-2.9207658598686908
39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858.0,0,5858.0,0.853,3355,77,0.604,0.0,3,-0.20448615465857142,0.27911329023192005,0.04054243604304628,-2.3566940897548365
65,F,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,2692.0,1869,823.0,0.744,1594,36,0.895,0.694,3,-2.2103510462443845,-1.9642073167421439,2.0604260465182853,2.890007839324806
51,F,2,Uneducated,Married,Less than $40K,Blue,45,6,3,2,7165.0,2037,5128.0,0.83,3553,78,0.902,0.284,0,-1.470003187301492,-0.2533796125029472,0.6473496163680399,1.6441332775723607
50,F,3,High School,Married,Less than $40K,Blue,38,4,3,4,1438.3,0,1438.3,1.084,4740,81,0.653,0.0,0,-1.1999829362731862,-0.1256399256573242,0.3222975012641306,0.311649477276995
38,M,2,Graduate,Single,$60K - $80K,Silver,32,5,1,1,26988.0,1587,25401.0,0.968,3732,70,0.795,0.059,1,3.9825994367091546,0.7888330981957848,-0.9259749466880685,-0.63927556129518
36,F,1,Unknown,Single,Less than $40K,Blue,26,3,3,2,2517.0,0,2517.0,0.946,3569,62,0.771,0.0,0,-1.0651590727498133,1.2267894539738715,-0.26191191442968403,-2.46314614148266
41,M,3,Uneducated,Married,$40K - $60K,Blue,28,3,3,4,11091.0,0,11091.0,0.522,1234,34,0.308,0.0,3,0.7956126273177425,-2.1309948808282417,-0.9119694842072089,-1.4890428201984482
40,F,4,Graduate,Single,Less than $40K,Silver,27,3,1,2,10745.0,2084,8661.0,0.847,3502,87,0.933,0.194,0,0.504150513033302,2.714127272894978,-0.5989587376626935,-0.7970401470719324
40,F,2,Doctorate,Married,Unknown,Silver,36,3,2,4,34516.0,1686,32830.0,0.562,3146,66,0.65,0.049,1,3.5549349340183585,0.09055190713387759,0.5747807796919006,-0.06735887066980929
26,M,1,Unknown,Single,Less than $40K,Blue,20,6,3,2,2590.0,1748,842.0,0.626,2804,52,0.486,0.675,0,-1.6193378500050675,0.44051272269822683,-2.0890581081154256,-2.4801441077573982
46,F,4,Uneducated,Single,Less than $40K,Blue,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541,0,-1.8683532951809412,0.803172216656729,0.30409738636480477,-1.2417932504806428
49,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,0,8228.0,0,8228.0,0.942,4277,80,0.702,0.0,0,-0.6062074281434412,0.5304593753051966,0.6220716861380182,0.7651448240087306
38,M,2,Unknown,Divorced,$80K - $120K,Blue,33,6,3,2,11777.0,1781,9996.0,0.565,2763,62,0.879,0.151,2,1.3002221787727082,-0.9648863477988876,-1.1494025218568575,-0.3372081913995836
49,M,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,1,4.162797534680923,-0.9275066437237545,-0.4046959435747919,1.4078717811451824
38,M,3,Graduate,Divorced,$80K - $120K,Blue,24,5,1,3,14821.0,0,14821.0,0.661,2876,60,0.622,0.0,2,2.215882530349342,-0.9456483227792052,-1.6433307367572016,-1.6148637264655195
36,M,1,Unknown,Single,Less than $40K,Blue,23,4,3,1,1438.3,928,510.3,0.851,2186,59,0.686,0.645,0,-1.5355948523336571,0.7566671604378478,-1.1971382764887575,-1.681646265020388
34,F,2,Unknown,Single,Less than $40K,Blue,21,6,3,4,6131.0,1270,4861.0,0.913,2825,93,0.824,0.207,0,-1.1131993582752575,1.4239110814461255,-1.293415014598696,-2.327629471680044
52,M,5,Graduate,Single,$80K - $120K,Blue,47,3,1,1,2047.0,665,1382.0,0.605,3452,66,0.692,0.325,2,0.560910302466873,-0.21763663967089764,1.0565826813287114,-0.14409487563402865
40,M,3,Graduate,Single,$80K - $120K,Blue,34,3,3,4,22380.0,1220,21160.0,0.884,3756,73,0.78,0.055,1,2.984796214014598,0.019775472437211932,-0.3244285443807663,-1.053293141226606
36,M,3,Uneducated,Married,$80K - $120K,Blue,31,3,3,5,12893.0,1620,11273.0,0.576,2300,60,0.463,0.126,2,1.6144066276388906,-1.5471048499326432,-1.4717243995037486,-0.2867712043941978
53,M,3,High School,Single,Less than $40K,Blue,47,5,1,1,3351.0,1474,1877.0,0.393,4294,66,0.737,0.44,0,-1.0467335086928788,0.2396583881170464,1.589660137603582,-0.13327691343861914
40,F,2,Unknown,Married,Less than $40K,Blue,36,3,1,1,5093.0,2376,2717.0,0.822,2341,57,0.541,0.467,0,-1.9057911706610058,0.20353266582955448,-0.8877328206008188,1.0286994194962018
54,M,1,Graduate,Married,$40K - $60K,Blue,44,5,1,1,1438.3,0,1438.3,0.576,1585,37,0.609,0.0,3,-0.47325170540428707,-2.445706095531948,0.7078961660840536,0.39566451193033325
34,M,4,College,Single,$60K - $80K,Blue,20,5,1,2,2165.0,1952,213.0,0.822,2651,81,0.841,0.902,2,-0.6408157312590491,0.9214344243416726,-3.127241316099908,-0.8239059137580592
62,F,1,Unknown,Single,Less than $40K,Blue,54,4,2,2,1927.0,1319,608.0,0.672,4199,77,0.75,0.684,0,-2.2185663936816398,0.5872329120744713,3.235613949065508,0.5420895147483387
39,F,1,College,Single,Unknown,Blue,36,6,1,1,22125.0,0,22125.0,0.645,1994,57,0.727,0.0,3,1.438338115099324,0.005649955067546227,0.7330199558921393,-2.443584536121149
50,M,3,Graduate,Married,$120K +,Blue,42,4,5,3,34516.0,2099,32417.0,0.449,1756,35,0.25,0.061,1,2.9446055468462697,-2.5231271224347984,0.9606892609197598,0.39048789080794133
36,M,1,Uneducated,Divorced,$120K +,Blue,28,6,3,2,5260.0,1116,4144.0,0.664,2546,62,0.879,0.212,2,-0.07869790830177856,-0.5482839594144358,-1.3885806605644664,-0.9716849698565508
56,F,1,Graduate,Married,Less than $40K,Blue,48,6,2,2,1438.3,0,1438.3,0.706,1336,32,0.882,0.0,0,-1.7479474913732387,-2.17399550104013,1.5860004052901173,0.3458480136502216
44,F,4,Graduate,Single,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,0.463,1558,40,0.538,0.0,3,-0.4269904710724979,-0.6626515974287652,0.4878653020167342,-3.071602271901103
45,M,4,College,Married,Less than $40K,Blue,32,3,2,1,6637.0,0,6637.0,0.675,1801,48,0.6,0.0,0,-0.11660291435380313,-0.8749746502887916,-0.5832055804664695,-0.30118716174268123
36,M,2,Graduate,Single,$120K +,Blue,28,4,3,0,3174.0,2462,712.0,0.772,3140,74,0.721,0.776,2,-0.9635011523642675,1.1250303289885892,-1.4073871873550985,-0.263496713698398
44,F,2,Uneducated,Married,Less than $40K,Blue,36,4,2,5,4396.0,1489,2907.0,1.258,3942,69,0.816,0.339,0,-1.5785914120254738,-0.06161176067106751,-0.7971472520961191,0.8364902606318584
52,M,2,Graduate,Single,$80K - $120K,Blue,48,6,2,4,34516.0,0,34516.0,0.539,1661,40,0.6,0.0,1,4.10288582700866,-2.4395625825572416,2.037609107827567,-1.6149915354996334
50,F,3,Graduate,Married,Less than $40K,Blue,37,3,2,4,1438.3,0,1438.3,0.868,3637,80,0.86,0.0,0,-1.2161075256289158,0.028539225549697272,0.3055938083790365,0.2718050898457049
53,F,2,Graduate,Single,Less than $40K,Blue,43,3,3,4,6853.0,1480,5373.0,0.513,2833,70,0.556,0.216,0,-1.0798064739629532,0.291390334410338,2.2823022002835445,-1.1365757557164766
36,F,0,Unknown,Married,Less than $40K,Blue,24,4,3,2,2570.0,2230,340.0,0.686,1755,42,0.448,0.868,0,-2.839004460449707,-0.3883875824592953,-1.6639012693554138,0.09324027491391762
27,F,1,College,Divorced,Less than $40K,Blue,15,5,3,2,2166.0,890,1276.0,1.024,3563,70,0.892,0.411,0,-1.824235526626162,1.3026627908673687,-2.8021606728467368,-1.447466061164159
31,F,1,College,Divorced,Unknown,Blue,27,4,6,3,3647.0,1480,2167.0,0.76,2271,60,0.364,0.406,3,-1.1864099240998047,-0.08516580723502629,-0.7602440517773217,-1.7936270576686228
36,M,3,Unknown,Single,$60K - $80K,Blue,36,3,1,1,11684.0,1786,9898.0,0.806,2969,88,0.796,0.153,2,1.3523627292290674,0.9874140247258048,-1.054450851537058,-0.5283145999296118
41,M,4,High School,Single,$60K - $80K,Blue,28,6,1,4,4475.0,0,4475.0,0.706,3367,66,0.737,0.0,2,0.9338193667454523,-0.6342108059543576,-1.268750775118808,-2.363340037286796
28,M,1,Uneducated,Single,$60K - $80K,Blue,18,6,3,2,16604.0,1716,14888.0,1.025,2580,61,0.649,0.103,2,1.6857090727417086,-0.03602847080462336,-2.690141212060488,-2.1468892962633612
59,M,1,High School,Married,$40K - $60K,Blue,53,6,2,5,5446.0,1885,3561.0,0.643,1505,33,0.32,0.346,3,-0.7619580584926838,-3.542185352935009,1.393685566381411,1.1123614802945574
43,M,3,Uneducated,Unknown,$80K - $120K,Blue,31,5,1,4,28700.0,769,27931.0,0.901,3395,71,0.578,0.027,1,3.7278775126304526,-0.6923296151425951,-1.0270273001477372,-0.851191068337456
41,M,3,Unknown,Married,$60K - $80K,Blue,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58,2,-0.33819904364251097,-0.4476340489490518,-2.117750109539381,1.1579513656346392
46,M,2,Graduate,Married,$60K - $80K,Blue,34,4,2,0,9451.0,1280,8171.0,0.681,3179,79,0.975,0.135,2,0.8777135165164595,-0.46441699046988555,-1.1668087125400046,1.5300484857573107
51,M,3,Unknown,Married,$80K - $120K,Blue,43,3,4,5,13933.0,1019,12914.0,0.875,3504,62,0.771,0.073,2,1.834892188199231,-1.8519062384836236,0.2679216863124916,1.036606537264257
44,M,1,High School,Married,Less than $40K,Blue,33,5,2,2,6130.0,808,5322.0,0.747,3411,78,0.592,0.132,0,-0.47605827733538314,-0.4689322571113086,-0.5635839712204019,0.3782187166914416
40,M,3,Graduate,Married,$60K - $80K,Blue,36,6,2,2,15008.0,0,15008.0,0.784,3943,85,0.771,0.0,2,1.856181401385354,-0.9384739733824563,-1.3136435049030808,0.30006165767913723
32,M,1,High School,Married,$40K - $60K,Blue,18,4,1,4,4583.0,1586,2997.0,0.828,2395,57,0.781,0.346,3,-0.5028663837804965,-0.6849255888360533,-3.4202436665202973,-0.16796531817685992
48,M,4,Uneducated,Single,$40K - $60K,Blue,37,1,3,4,5268.0,2191,3077.0,0.622,2138,40,0.429,0.416,3,-0.3110018389725532,-0.4894053547777687,0.41659438250959546,-1.0634041200268807
58,M,2,Unknown,Married,$60K - $80K,Blue,51,4,2,2,14976.0,1463,13513.0,0.635,1599,36,0.565,0.098,2,1.262283427594509,-2.798860423717353,1.15486289428101,1.4315559573484355
37,F,3,High School,Single,Less than $40K,Blue,25,3,2,4,2282.0,0,2282.0,0.741,2751,68,0.659,0.0,0,-0.9622346501546467,0.9529955630108446,-0.4478333243055662,-2.902239567147642
51,M,3,Unknown,Married,$80K - $120K,Blue,36,3,3,3,5130.0,0,5130.0,0.407,1434,31,0.292,0.0,2,0.9520849895446962,-2.8408226973917645,0.3612267183660066,-0.6443931077123232
43,F,3,Unknown,Married,Less than $40K,Blue,31,4,3,2,5702.0,0,5702.0,0.773,3928,75,0.744,0.0,0,-0.8352285890467045,0.2555510179390833,-0.3845919589238299,-0.31470194935600426
41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480.0,0,14480.0,0.703,1616,43,0.654,0.0,2,2.271329455730981,-1.0961653831165385,-0.3204897655293819,-2.516405329703735
51,M,3,Graduate,Divorced,$40K - $60K,Blue,41,5,3,4,7570.0,1388,6182.0,0.909,3849,70,0.591,0.183,3,0.16813745230410185,-0.914805845246927,0.24962862279797474,0.141516626378259
52,M,2,Doctorate,Married,$80K - $120K,Blue,38,4,2,2,12878.0,1628,11250.0,0.542,1968,59,0.735,0.126,2,1.391673799304688,-1.848751538452891,0.23008623798954983,1.1287542057557465
61,M,2,High School,Single,$60K - $80K,Silver,48,5,2,3,26218.0,0,26218.0,0.74,3925,88,0.833,0.0,1,4.216596326473805,-0.20742809481071464,2.465414446000097,-0.16211929218169582
49,M,3,Post-Graduate,Single,$120K +,Silver,36,6,1,5,34516.0,1323,33193.0,0.934,3422,78,0.529,0.038,1,4.520570135036337,0.061224728113323884,0.4607783379272755,-1.2152858289179531
36,F,3,High School,Single,Unknown,Blue,23,6,3,4,2804.0,2090,714.0,1.248,2812,77,1.081,0.745,3,-1.6008498166976672,1.1310051166741004,-2.0486594996898617,-1.0512406965478245
35,M,1,Graduate,Married,$40K - $60K,Blue,25,5,4,4,5801.0,1176,4625.0,1.12,2987,52,0.857,0.203,3,-0.2525515537894518,-1.2359109913507318,-2.506594054686805,0.01941830303195066
63,F,0,High School,Married,Less than $40K,Blue,53,5,3,2,2271.0,1278,993.0,0.375,1550,33,0.65,0.563,0,-2.534628087632398,-2.250963243678764,2.6792125011908494,1.437869902966944
36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,6,3,3,3107.0,2354,753.0,1.248,2720,48,1.182,0.758,0,-2.6125173104356914,-0.09553565167768238,-3.0834118650600324,1.0289317151457036
33,F,4,Graduate,Single,Less than $40K,Blue,22,5,1,2,2001.0,1217,784.0,0.775,3162,99,0.707,0.608,0,-1.869476736145153,2.2616542073965187,-1.7224709468296635,-1.6990498991345326
33,M,1,Graduate,Single,$80K - $120K,Blue,26,4,1,0,1438.3,0,1438.3,0.865,2557,55,0.618,0.0,2,0.7776399824322585,-0.06645608212719852,-1.383108041144271,-2.051354740885049
65,M,1,High School,Single,Unknown,Blue,36,4,3,5,4465.0,703,3762.0,1.026,4044,66,0.65,0.157,3,0.1588416883992239,-0.7099526655542119,2.002847676590454,-0.8928925371967962
61,M,1,Graduate,Married,$60K - $80K,Blue,55,6,2,3,3264.0,1348,1916.0,0.756,1665,32,0.524,0.413,2,-0.48810205223165015,-3.5436550074553517,1.3299815612236003,1.7062256277304564
44,M,4,Graduate,Unknown,$80K - $120K,Blue,34,4,3,2,26856.0,0,26856.0,0.581,4222,75,0.471,0.0,1,3.717500498738542,-0.40538098062717726,-0.12463344830471386,-0.9455510087765189
38,M,1,Doctorate,Single,$80K - $120K,Silver,29,6,3,3,34516.0,1435,33081.0,1.13,4238,85,0.809,0.042,1,5.102312154277507,0.5654917051484409,-0.36206750778712404,-0.9619871743891278
41,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,6,3,21756.0,0,21756.0,0.817,3063,71,0.511,0.0,1,3.094399924849172,-0.5187391018661865,0.25004717170503477,-2.1539102020056182
44,F,4,Uneducated,Married,Less than $40K,Blue,26,4,1,2,4726.0,1551,3175.0,0.544,3658,70,0.628,0.328,0,-1.4889310374628004,0.4884692040313023,-1.1533832340062355,0.13581870804019378
41,M,5,Unknown,Single,$60K - $80K,Gold,32,2,3,4,34516.0,2517,31999.0,0.465,1727,35,0.458,0.073,1,4.830208122578472,-0.09529176971854897,-0.20846541086790327,-1.4079353695852774
45,F,2,Unknown,Single,Less than $40K,Blue,41,6,2,2,5596.0,0,5596.0,0.833,3212,64,0.422,0.0,0,-0.8662427179866569,0.07212008287887159,1.3847893386669696,-2.1958970087155474
37,M,0,Post-Graduate,Single,$80K - $120K,Blue,27,5,2,3,15326.0,0,15326.0,1.159,2990,55,0.964,0.0,2,2.2287919929154607,-0.5655637227369079,-1.3756114904379362,-1.753378232332539
51,M,1,Unknown,Single,$80K - $120K,Blue,38,3,1,4,11373.0,1319,10054.0,0.693,1976,35,0.75,0.116,2,1.4427960666477835,-1.453554845274392,0.7103629007549619,-1.0523500874975196
65,M,0,Uneducated,Single,Less than $40K,Blue,54,3,1,5,2644.0,1691,953.0,0.755,3495,70,0.628,0.64,0,-1.4097863324010693,-0.4122410596441808,3.1893703837130225,0.5009856911943102
37,F,1,Graduate,Single,$40K - $60K,Blue,27,6,1,2,2673.0,2517,156.0,0.714,3052,63,0.75,0.942,3,-2.2121784678170813,0.7549580076734626,-1.5397820559165465,-0.7274078602755615
54,M,4,Unknown,Married,$60K - $80K,Blue,36,3,4,2,7477.0,1752,5725.0,0.294,1543,34,0.172,0.234,2,0.38202178372982654,-2.48001962727624,0.17791063631293808,0.2359249835764621
46,M,4,Graduate,Married,$80K - $120K,Blue,33,5,1,3,16227.0,917,15310.0,0.479,4314,67,0.634,0.057,2,2.1479077180706714,-1.309186821731068,-0.9329784033248383,0.3798489102260077
41,M,2,Unknown,Single,$80K - $120K,Blue,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128,2,2.332532054630627,0.7176739065042037,-0.4513827096819323,0.013325685551136664
49,M,2,Unknown,Single,$40K - $60K,Blue,37,5,1,3,2993.0,1265,1728.0,0.579,4089,72,0.674,0.423,3,-0.5402264622184387,0.007711616596401221,0.33123405019792385,-0.8901556078325029
51,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,4,3290.0,2461,829.0,0.797,3591,80,0.739,0.748,2,-0.285473413009074,-0.8973460194835576,-0.5881232347532434,2.4129871445788904
50,F,3,High School,Single,Less than $40K,Silver,39,4,3,4,11176.0,2422,8754.0,1.003,2682,64,0.641,0.217,0,0.26841079039237326,0.8393388519091293,1.1431412690048572,-0.5649532466591606
48,F,4,High School,Married,Unknown,Blue,36,4,1,2,21416.0,0,21416.0,0.702,4221,75,0.923,0.0,3,1.551464310356186,0.04844988427332025,0.06296105355016221,0.28748014066642313
53,M,2,Graduate,Married,$80K - $120K,Blue,41,3,2,5,2492.0,1668,824.0,0.651,1606,32,0.882,0.669,2,-0.39901091706989256,-2.5826460847987422,-0.29606313590074823,1.4782382882864145
54,M,2,Post-Graduate,Single,$60K - $80K,Blue,38,3,3,5,14265.0,1878,12387.0,0.847,3982,58,0.871,0.132,2,1.5633761528730672,-0.6969547767748652,0.41883350814576203,-0.36102184954385275
46,F,4,Unknown,Single,$40K - $60K,Silver,35,6,3,2,16985.0,968,16017.0,0.455,2961,56,0.647,0.057,1,1.6607648218266904,0.2686472252364271,0.8611510177972904,-1.9381483427744106
47,F,4,High School,Single,Less than $40K,Blue,38,4,1,4,7469.0,1899,5570.0,0.999,3150,70,0.489,0.254,0,-0.992593110149098,0.6968833665030072,0.4124094157442184,-0.9890927692905912
52,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,2,4592.0,2517,2075.0,0.572,1470,33,0.737,0.548,0,-2.275850167637692,-1.28650672735762,-0.4893628287297923,1.0122551034201612
43,F,4,Graduate,Single,Less than $40K,Blue,32,6,3,4,4341.0,0,4341.0,0.613,3825,63,0.537,0.0,0,-0.8739705361503173,0.12061043006488723,0.5716024051621555,-2.912597379783725
41,M,4,Uneducated,Divorced,$80K - $120K,Gold,36,6,2,2,34516.0,0,34516.0,0.742,4077,67,0.763,0.0,1,5.49237098035534,-0.050862648283497354,-0.2900131015842571,-0.4127129792432796
34,M,3,Post-Graduate,Unknown,$60K - $80K,Silver,23,4,3,0,27710.0,0,27710.0,0.777,4014,73,0.659,0.0,1,4.513734074580746,0.9127882828995193,-1.9823569735041817,-1.168125833981648
33,F,1,College,Single,Less than $40K,Silver,17,4,3,2,13431.0,1583,11848.0,0.621,2338,71,0.69,0.118,0,0.7003257121713479,1.8908101890113056,-0.8515687446633216,-2.430343339754481
49,M,1,High School,Unknown,$60K - $80K,Blue,36,6,3,4,2645.0,1499,1146.0,0.67,4251,69,0.533,0.567,2,-0.26736670200418616,-1.121356214823469,-0.49018325196539103,-0.039943269294111856
44,M,3,Doctorate,Single,$120K +,Blue,35,4,1,5,14028.0,1435,12593.0,0.57,3683,73,0.738,0.102,2,1.2727591330110062,-0.04744137624273857,0.3688504198969432,-1.5795457703015137
36,M,1,Uneducated,Divorced,$80K - $120K,Blue,28,4,1,3,34516.0,774,33742.0,0.989,3030,74,0.805,0.022,1,4.213294563120692,-0.27065339524908943,-1.45358705745384,-0.5370804508101469
37,M,3,High School,Single,$80K - $120K,Blue,31,4,2,4,5699.0,1006,4693.0,0.734,2835,57,0.9,0.177,2,0.9954021230676481,-0.48256966710996346,-1.1652021337207101,-1.5449138109405047
46,M,3,Unknown,Divorced,$120K +,Blue,34,5,2,4,16284.0,0,16284.0,0.889,3018,75,0.5,0.0,2,1.6972518465893252,-0.7912699221230981,-0.1190650514615375,-1.2044009175197945
65,M,0,Uneducated,Single,Less than $40K,Blue,56,4,2,2,3226.0,2073,1153.0,1.035,3250,70,0.591,0.643,0,-1.5109980601502357,-0.23133330996193746,3.0937017998287555,1.2390913785145163
52,M,2,College,Married,$80K - $120K,Blue,36,6,3,4,2803.0,778,2025.0,0.55,3142,64,0.561,0.278,2,0.26895975141086137,-2.274764065709936,-0.109553411717375,0.38646073818396715
50,M,1,Uneducated,Married,$120K +,Blue,30,6,2,5,34516.0,2010,32506.0,0.594,2776,59,0.735,0.058,1,3.00563104385928,-1.8078089688551016,-0.42064039737679704,0.33159791423216706
59,M,1,Uneducated,Single,Less than $40K,Blue,53,5,5,4,2192.0,1569,623.0,0.706,4010,79,0.717,0.716,0,-1.5984144367571504,-0.32354517356863655,2.905124851369265,0.2442457638377649
37,F,3,Unknown,Single,Unknown,Blue,29,3,2,2,8318.0,1945,6373.0,1.487,3676,77,1.139,0.234,3,-0.22899458650092275,1.9708843844759822,-1.3373130154222213,-0.5311145918516983
40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,4,2,3,6391.0,0,6391.0,0.632,2323,44,0.419,0.0,2,1.0695379672254453,-1.3388345956163983,-1.1978971012869526,-1.8969513670299447
40,F,3,High School,Married,Less than $40K,Blue,31,5,2,4,4736.0,945,3791.0,0.835,3927,73,0.659,0.2,0,-1.2979548195260604,-0.06933420978378947,-1.1153002013406403,-0.1150560151207992
59,M,1,Doctorate,Single,$60K - $80K,Blue,49,5,2,4,9944.0,1606,8338.0,0.62,3159,69,0.568,0.162,2,0.9041257618460715,-1.4093197941697089,2.348076510596271,-0.3867089558980422
